,Companies,locations
462,"['Adria Business & Technology', ""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS""]","['Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco']"
463,"['OCTO Technology\n        Internship', 'SisPay\n        Internship', 'H-in-Q (Happiness in Questions)\n        Internship']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Casablanca-Settat, Maroc', 'Casablanca-Settat, Maroc']"
464,"['TEDxENSIAS', 'Life-Algorithm.com\n        Self-employed', 'Maroc Italie Aluminum\n        Freelance', 'ENSIAS AI', 'STE Centrifugation Agroalimentaire\n        Internship']","['Maroc', 'Morocco', 'Marrakesh, Marrakech, Morocco']"
465,"['Freelancer.com\n        Freelance', 'TraInvestment\n        Internship', 'INTELCOM S.A\n        Internship', 'Ra\n        Internship']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Rabat, Rabat-Salé-Kénitra, Maroc', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
466,['INJAZ Al-Maghrib (Junior Achievement Worldwide)'],"['Rabat, Rabat-Salé-Kenitra, Morocco']"
467,"['everis', 'WB&C - Digital Experts']","['Tétouan, Tanger-Tétouan, Morocco', 'Casablanca, Morocco']"
468,[],[]
469,[],[]
470,"['ENACTUS ENSIAS', 'ENSIAS IT Club', 'INSEC ENSIAS']",[]
471,"['UM5 \n        Internship', 'CSM MAROC\n        Internship', 'Hightech Payment Systems (HPS) \n        Internship']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Casablanca, Casablanca-Settat, Maroc', 'Casablanca, Casablanca-Settat, Maroc']"
472,"['Mchain\n        Internship', 'Ministry of education Morocco \n        Internship']","['Rabat, Morocco']"
473,"['Bank Al-Maghrib\n        Internship', 'Trésorerie Générale du Royaume\n        Internship', 'Centre National pour la Recherche Scientifique et Technique (CNRST)\n        Internship']","['Casablanca - Settat, Maroc', 'Casablanca', 'Casablanca - Settat, Maroc', 'Casablanca - Settat, Maroc', 'Rabat', 'Rabat', 'Rabat']"
474,[],[]
475,"['Netfective Technology\n        Full-time', 'Office National des Chemins de Fer (ONCF)\n        Internship', ""Office national de l'electricité et de l'eau potable - Branche Electricité\n        Internship"", 'Office des Changes \n        Internship']","['Rabat et périphérie', 'Rabat, Rabat - Salé - Kénitra, Maroc', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
476,"['FARASHA SYSTEMS\n        Internship', 'INTELLCAP SARL\n        Internship', 'FAAR']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Préfecture de Rabat, Morocco', 'ENSIAS, Madinat Al Irfane, Rabat']"
477,"['Vialma\n        Full-time', 'Self-employed', 'DataGalaxy\n        Internship', 'Mozilla\n        Apprenticeship', 'BMCI Groupe BNP Paribas\n        Internship']","['Remote', 'Lyon Area, France', 'Rabat Prefecture, Morocco', 'Casablanca Prefecture, Morocco']"
478,['New Dev Maroc\n        Internship'],"['Fès - Meknès, Marpc']"
479,"['OCP Group', 'Faculty of Sciences, Chouaib Doukkali University', 'Faculty of Sciences, Chouaib Doukkali University']","['El Jadida, Casablanca-Settat, Morocco', 'El-Jadida, Casablanca-Settat, Maroc', 'El Jadida, Casablanca-Settat, Maroc']"
480,"['NEOSYS', 'Al Omrane', 'Forum GENI Entreprises']","['Rabat Prefecture, Morocco', 'Rabat Prefecture, Morocco']"
481,"['Confidential', 'Teal Technology Services (IBM & OCP JV)', 'Payment Center For Africa - PCA']",[]
482,"['K1_W4L0', 'Henceforth\n        Internship', 'INSEC Club']","['Rabat, Rabat-Salé-Kenitra, Morocco']"
483,"['IBM\n        Internship', 'EXPLOROC\n        Internship', 'IntellCap\n        Internship']","['Casablanca, Casablanca-Settat, Maroc', 'France', 'Agdal, Rabat']"
484,"['Besedo\n        Internship', 'M2T SA\n        Contract', 'Intellcap', 'ADIAS - IT Solutions & Services']","['Paris, Île-de-France, France', 'Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Rabat Prefecture, Morocco', 'Casablanca Prefecture, Morocco']"
485,['AdelphaTech\n        Internship'],"['Témara, Rabat-Salé-Kénitra, Maroc']"
486,"['Precision koper\n        Internship', 'OCP \n        Internship']","['Casablanca, Casablanca-Settat, Morocco', 'El Jadida, Casablanca-Settat, Morocco']"
487,[],[]
488,[],[]
489,"['PLARUCE Engineering\n        Internship', 'Fujikura Automotive Morocco\n        Internship']","['Casablanca, Casablanca - Settat, Maroc', 'Kénitra,Maroc']"
490,"['AccelCity\n        Internship', 'SAVOY LE GRAND HOTEL MARRAKECH\n        Internship']","['Maroc', 'Marrakesh-Safi, Maroc']"
491,['KOMPASSit\n        Internship'],"['Rabat - Salé - Kénitra, Maroc', 'Rabat, Rabat-Salé-Kénitra, Maroc', 'Ifrane, Meknès-Tafilalet, Morocco']"
492,[],[]
493,['RZ BUSINESS'],['47 Bd Lalla Yacout 5 Eme Etage - Casablanca']
494,['ITOM\n        Part-time'],"['Casablanca, Casablanca-Settat, Morocco']"
495,"['mooveat.co\n        Internship', 'Archos Technology', 'FARASHA SYSTEMS']","['Paris, Île-de-France, France', 'Casablanca Prefecture, Morocco', 'Rabat, Morocco']"
496,[],[]
497,"['Berexia\n        Full-time', ""Fondation de Recherche de Développement et d'Innovation en Sciences \n        Full-time"", 'Affricall Center', 'Marsa Maroc\n        Internship', 'Higher School of Technology']","['Khouribga Province, Beni Mellal - Khenifra, Morocco', 'Casablanca, Morocco', 'Rabat hassan', 'Préfecture de Casablanca, Morocco', 'Safi']"
498,"['ARTCOUSTIC SARL', 'WEBIMA\n        Internship']","['Casablanca, Casablanca-Settat, Maroc']"
499,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS"", 'Henceforth\n        Internship', 'RADEEO']","['Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture d’Oujda-Angad, Morocco']"
500,"['Société Générale - Africa Technologies & Services\n        Internship', 'Intellcap\n        Internship', 'OCP SA']","['Casablanca - Settat, Maroc', 'Préfecture de Rabat, Morocco', 'Province de Safi, Morocco']"
501,"['Banque Centrale Populaire - BCP', 'Marsa Maroc', '2M TV', 'Air France', 'Delta solutions']",[]
502,"['Banque Centrale Populaire - BCP\n        Internship', 'Haut Commissariat au Plan\n        Internship', 'OCP S.A\n        Internship']","['Casablanca, Morocco', 'Laâyoune, Laâyoune-Boujdour-Sakia el Hamra, Morocco']"
503,"['Association Des Elèves Ingénieurs ENSIAS\n        Full-time', 'INSEC ENSIAS\n        Full-time']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Rabat, Rabat-Salé-Kénitra, Maroc']"
504,"['Dial Technologies\n        Internship', 'ADIAS - IT Solutions & Services\n        Internship', 'Les conserves de Meknès - Aicha\n        Internship']","['Casablanca - Settat, Maroc', 'Maroc', 'Maroc']"
505,"['INVOLYS', 'Banque Centrale Populaire - BCP', 'Groupe CASAGRAINS (Casagrains, S.N.EDDIK)']","['Casablanca - Settat, Maroc', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
506,[],[]
507,"['INRA\n        Internship', 'Bibliothèque Nationale du Royaume du Maroc\n        Internship']","['Clermont-Ferrand Area, France', 'Montpellier Area, France', 'Rabat', 'Rabat', 'Rabat Prefecture, Morocco']"
508,"['University of Quebec\n        Internship', 'Softlock\n        Internship']","['Montreal, Quebec, Canada', 'Cairo, Egypt']"
509,"['TNA CONSULTING sarl\n        Full-time', 'IEEE', 'Société Générale - Africa Technologies & Services\n        Internship', 'OCP SA\n        Internship', 'Scale\n        Internship']","['Casablanca, Casablanca-Settat, Maroc', 'Maroc', 'Casablanca, Casablanca-Settat, Maroc', 'Casablanca, Grand Casablanca, Morocco', 'Casablanca, Grand Casablanca, Morocco']"
510,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS"", 'Ibn Sina Hospital\n        Internship', 'Ecole Supérieure de Technologie de Salé\n        Internship']","['Rabat, Rabat-Sale, Morocco', 'Rabat, Rabat-Sale, Morocco']"
511,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS""]","['Rabat, Rabat-Salé-Kénitra, Maroc']"
512,['Intellcap\n        Internship'],"['Rabat-Salé-Kénitra, Morocco']"
513,[],[]
514,[],[]
515,[],[]
516,"['Capgemini', 'Harmony Technology\n        Internship', 'Intellcap\n        Internship', 'NetDEV\n        Internship']","['Maroc', 'Préfecture de Rabat, Morocco', 'Maroc Marrakech']"
517,['ENSIAS\n        Full-time'],"['Rabat-Sale, Morocco']"
518,"['Adservio IT Quality Experts', 'CANAL+ Group\n        Full-time', 'Banque Populaire du Maroc (Groupe) Inc\n        Full-time', 'Banque Populaire du Maroc (Groupe) Inc']","['Région de Paris, France', 'Région de Paris, France', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
519,['Olympiades ENSIAS'],"['Préfecture de Rabat, Morocco']"
520,"['EdifiXio\n        Internship', 'Hult Prize Foundation', 'Logima SARL']","['Grenoble, Auvergne-Rhône-Alpes, France', 'Préfecture de Rabat, Morocco', 'Préfecture d’Oujda-Angad, Morocco']"
521,"['AXA Assurance Maroc', ""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS"", 'Le Campus Universitaire de Transfert de Technologies et d’Expertise']","['Préfecture de Casablanca, Morocco', 'Casablanca Prefecture, Morocco', 'Casablanca, Morocco', 'Rabat', 'Oujda']"
522,"['IDEMIA\n        Full-time', 'AEVAweb', 'IT PROJECT', 'ESVITECH', 'StorTIC']","['Maroc', 'Maroc', 'Maroc', 'Région de Paris, France']"
523,"['Teymz', 'OCTO Technology\n        Full-time', 'Adria Business & Technology', 'OCTO Technology', 'DOCAPOSTE']","['Ottawa, Canada Area', 'Morocco', 'Casablanca Prefecture, Morocco', 'Morocco', 'Morocco, France']"
524,"['Al Barid Bank', 'FLSmidth', 'OCP SA']","['Rabat-Salé-Kénitra, Maroc', 'Rabat - Salé - Kénitra, Maroc', 'Préfecture de Rabat, Morocco', 'Province d’El Jadida, Morocco', 'Province d’El Jadida, Morocco']"
525,"['Capgemini\n        Full-time', 'Groupe PSA\n        Internship', 'SNTL Group\n        Internship', 'BS-INGENIERIE\n        Internship']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
526,"['Lear Corporation\n        Internship', 'OCP SA\n        Internship']","['Maroc', 'Jorf Lasfar, EL Jadida, Maroc']"
527,[],[]
528,['RADEETA\n        Internship'],['Maroc']
529,"['NeuroDeRisk Consortium', 'CNRS - Centre national de la recherche scientifique', 'Capgemini', 'Novancy One | Recruitment & Executive Search']","['European Union acting from France', 'Région de Paris, France', 'Casablanca']"
530,[],[]
531,"['Henceforth\n        Internship', 'ADIAS - IT Solutions & Services\n        Internship', 'Dekkaki Allal agricole\n        Internship']","['Hay Riyad, Rabat-Salé-Kénitra, Maroc', 'Casablanca, Casablanca-Settat, Maroc', 'Errachidia, Drâa-Tafilalet, Maroc']"
532,"['Essorline', 'ONEE-Branche Eau']","['Casablanca-Settat, Maroc', 'Casablanca - Settat, Maroc', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
533,['ENSIAS AI'],[]
534,[],[]
535,[],[]
536,"['Société Générale African Business Services\n        Internship', 'INTELLCAP SARL\n        Internship', 'OCP S.A\n        Internship']","['Casablanca, Casablanca-Settat, Morocco', 'Rabat, Rabat-Salé-Kenitra, Morocco']"
537,"['AdelphaTech\n        Internship', 'AdelphaTech\n        Internship', 'Olympiades ENSIAS\n        Full-time', 'Club Japonais ENSIAS\n        Full-time', 'Salam Gaz S.A.\n        Internship']","['Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco', 'Province de Taza, Morocco']"
538,[],[]
539,['OCP siege'],"['Maroc', 'Maroc', 'Maroc']"
540,[],[]
541,"['NAVITAS CONSULTING business consultants\n        Full-time', 'Olympiades ENSIAS', 'IMT Group\n        Full-time']","['Casablanca et périphérie', 'Province de Kénitra, Morocco']"
542,['ENSIAS AI'],[]
543,"['ALIS\n        Internship', 'Intelcap\n        Internship']","['Casablanca', 'Préfecture de Rabat, Morocco']"
544,['Henceforth\n        Internship'],['Maroc']
545,"['Orange\n        Internship', 'SQLI', ""Ministère d'énergie, des mines et du développement durable""]","['Caen, Normandie, France', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
546,"['Banque Centrale Populaire - BCP\n        Full-time', 'Banque Centrale Populaire - BCP\n        Internship', 'Centre Hospitalier Universitaire Hassan II\n        Internship', 'Centre Hospitalier Universitaire Hassan II\n        Internship']","['Fès , Morocco', 'Fès , Morocco']"
547,"['BNP Paribas\n        Full-time', 'IBM', 'IBM', 'Bold Data', ""Chambre de commerce, service et d'industrie""]","['Paris, Île-de-France, France', 'Région de Paris, France', 'France', 'Préfecture de Casablanca, Morocco', 'Province d’Al Hoceïma, Morocco']"
548,[],[]
549,"['Oracle\n        Full-time', 'Metaware services', 'Devox', 'ONEE - Branche Eléctricité']","['Préfecture de Casablanca, Morocco', 'Casablanca, Grand Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco', 'Province de Béni Mellal, Morocco']"
550,"['Deloitte Nearshore', 'HP CDG IT Services', 'IMEDER', 'Daimler']","['Rabat Prefecture, Morocco', 'Rabat, Morocco', 'Casablanca, Morocco', 'Rabat, Morocco', 'Perpignan (Perpinyà) Area, France / Casablanca, Morocco', 'Stuttgart, Germany']"
551,[],[]
552,['WNET S.A.R.L\n        Internship'],[]
553,['Forum GENI Entreprises'],[]
554,['Bouygues Construction\n        Internship'],"['Casablanca-Settat, Maroc']"
555,['ENSIAS\n        Internship'],[]
556,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS\n        Full-time"", 'INTELLCAP CORPORATION\n        Full-time', 'Boston Consulting Group (BCG)\n        Full-time']","['Rabat-Salé-Kenitra, Morocco', 'Rabat, Rabat-Salé-Kenitra, Morocco', 'Rabat, Rabat-Salé-Kenitra, Morocco', 'Rabat, Rabat-Salé-Kenitra, Morocco', 'Rabat, Rabat-Salé-Kenitra, Morocco', 'Rabat Metropolitan Area']"
557,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS\n        Internship"", 'INFOSAT \n        Internship']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Agadir, Souss-Massa, Maroc']"
558,['Olympiades ENSIAS'],[]
559,[],[]
560,"['Technologies de France\n        Internship', 'Zenith Lighting\n        Internship', 'AXA\n        Internship']","['France', 'Casablanca-Settat, Maroc', 'Casablanca - Settat, Maroc']"
561,[],[]
562,"['Deloitte\n        Internship', 'ENSIAS IT Club', 'Henceforth\n        Internship', 'Highness']","['Province de Kénitra, Morocco']"
563,"['AC2i', 'Tanger Med Compte officiel - TMSA', 'ONCF']","['Préfecture de Rabat, Morocco', 'Préfecture de Tanger-Asilah, Morocco', 'Maroc']"
564,"['Webima', 'Palais Municipal']","['Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Rabat Prefecture, Morocco', 'Kasba Tadla']"
565,"['Fintech ENSIAS', 'Forum GENI ENTREPRISES', 'Olympiades ENSIAS', 'AXA Assurance Maroc\n        Internship']",['Maroc']
566,"['Banque Centrale Populaire - BCP\n        Internship', 'ECS Informatique\n        Internship', 'PLANETE ETUDES\n        Internship']","['Casablanca-Settat, Maroc', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
567,"['PLARUCE Engineering\n        Full-time', 'OCP SA\n        Full-time']","['Maroc', 'El Jadida, Casablanca - Settat, Maroc']"
568,[],[]
569,"['Tanger Med Port Authority\n        Full-time', 'S2M', 'Axentis group', 'Atm-View', ""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS""]","['Tanger-Asilah Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Rabat, Morocco']"
570,[],[]
571,"['Salesforce\n        Full-time', 'Banque Centrale Populaire - BCP', 'University of Houston', 'MIT', 'AXIGEO']","['Région de Houston, Texas, États-Unis']"
572,[],[]
573,"['OCP S.A', 'Groupe AKSAL', 'Poste Maroc (Barid Al Maghrib)', 'Caisse de Dépôt et de Gestion', ""Label'Vie""]","['Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Rabat Prefecture, Morocco', 'Rabat Prefecture, Morocco', 'Rabat Prefecture, Morocco']"
574,[],[]
575,"['Cegedim e-business\n        Full-time', 'everis\n        Internship', 'Naturgy\n        Internship', 'Administration des Douanes et Impôts Indirects']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Préfecture de Rabat, Morocco']"
576,"['Leyton\n        Full-time', 'INTELCIA', 'KBM Consulting']","['Casablanca-Settat, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
577,"[""Université du Littoral Côte d'Opale\n        Full-time"", ""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS"", ""LISIC - Laboratoire d'Informatique Signal et Image de la Côte d'Opale""]","['Saint-Omer, Hauts-de-France, France', 'Rabat, Morocco', 'Région de Calais, France']"
578,"['Haut Commissariat au Plan\n        Internship', 'MG ADVANCED TECHNOLOGY\n        Internship', 'ZH - Sanitaire\n        Internship', ""Office national de l'electricité et de l'eau potable - Branche Electricité\n        Internship""]","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Tanger, Tanger-Tetouan-Al Hoceima, Maroc', 'Beni Mellal, Béni Mellal-Khénifra, Maroc', 'Beni Mellal, Béni Mellal-Khénifra, Maroc']"
579,"['Margo', 'INGENIANCE', 'ADVENTS', 'INTELLCAP Groupe', 'office des changes']","['Région de Paris, France', 'Région de Paris, France', 'Région de Lyon, France', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
580,"['MCISE\n        Internship', 'Oh Man! Magazine\n        Part-time', 'Jazz’min\n        Part-time']","['remote work', 'Rabat Metropolitan Area', 'Settat']"
581,"['Deloitte\n        Internship', 'Henceforth\n        Internship', 'AccelCity\n        Internship', 'Omnidata\n        Internship']","['Casablanca, Casablanca-Settat, Morocco', 'Rabat-Sale, Morocco', 'Casablanca, Morocco', 'Casablanca, Morocco']"
582,"['Umanis\n        Internship', 'D&A TECHNOLOGIES\n        Internship', 'ClicNetKey\n        Internship']","['Casablanca, Casablanca-Settat, Morocco', 'Casablanca, Casablanca-Settat, Morocco', 'Casablanca, Morocco']"
583,"['Groupe Managem', 'Emerging Business Factory']",['Marrakech']
584,"['Oracle', ""RMA - Royale Marocaine d'Assurance\n        Internship"", 'ENSIAS AI\n        Self-employed', 'ENSIAS IT Club', 'OCP SA\n        Internship']","['Casablanca-Settat, Maroc', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
585,"['Data in Seconds (DASEC)\n        Full-time', 'Data in Seconds (DASEC)\n        Internship', 'Data in Seconds (DASEC)\n        Internship', 'FARASHA SYSTEMS\n        Internship']","['Rabat, Rabat-Salé-Kenitra, Morocco', 'Rabat, Rabat-Salé-Kenitra, Morocco', 'Kénitra Province, Morocco', 'Rabat Prefecture, Morocco']"
586,[],[]
587,"[""Rony's"", 'Devpart']","['Région de Lyon, France', 'Région de Lyon, France', 'Région de Lyon, France', 'Préfecture de Casablanca, Morocco']"
588,"['OXIO\n        Permanent', 'FINAXYS\n        Internship', 'OXIO\n        Internship', 'MAGHREB ARABE PRESSE AGENCE MAROCAINE DE PRESSE\n        Internship', 'DBT Services Maroc\n        Internship']","['Paris, Île-de-France, France', 'Neuilly-sur-Seine, Ile-de-France, France', 'Paris, Île-de-France, France']"
589,['Somatime Nador'],"['Nador, Oriental, Maroc']"
590,['Olympiades ENSIAS'],[]
591,"['Intellcap\n        Internship', 'Trésorerie Générale du Royaume\n        Internship']","['Rabat Hay ryad', 'Rabat, Rabat-Salé-Kenitra, Morocco']"
592,[],[]
593,[],[]
594,[],[]
595,['ATRAIT Consulting\n        Internship'],['الدار البيضاء الكبرى المغرب']
596,[],[]
597,"['EdifiXio\n        Internship', 'Nokia\n        Internship', 'Webazu\n        Internship']","['Levallois-Perret, Île-de-France, France', 'Rabat - Salé - Kénitra, Maroc', 'Préfecture de Marrakech, Morocco']"
598,"['IBM Interactive - an IBM company\n        Permanent', 'IBM Interactive - an IBM company\n        Permanent', 'IBM\n        Permanent', 'KBM Consulting\n        Internship', 'Angel Assistance\n        Internship']","['Ville de Paris, Île-de-France, France', 'Ville de Paris, Île-de-France, France', 'Région de Paris, France', 'Casablanca, Morocco', 'Nancy, Grand Est, France (Remote)']"
599,[],[]
600,"['Henceforth', 'Henceforth \n        Internship']","['Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
601,"['EXFO\n        Permanent Full-time', 'OPEN', 'Ubisoft', 'Banque Populaire du Maroc (Groupe) Inc']","['Quebec, Canada', 'Région de Paris, France']"
602,"['La crémaillère du coeur', 'Masarat App', 'Freelance', 'INFOSAT']","['Khouribga, Béni Mellal - Khénifra, Maroc', 'Préfecture de Skhirat-Témara, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture d’Agadir Ida-Outanane, Morocco']"
603,[],[]
604,[],[]
605,"['Navitas Consulting\n        Internship', 'RADEEMA\n        Internship']","['Morocco', 'Marrakesh, Marrakesh-Safi, Morocco']"
606,"['Soluverts\n        Internship', 'Freeray electronics\n        Internship', 'Maxware']","['Maroc', 'Maroc', 'Province de Kénitra, Morocco']"
607,"['Ministère de la Justice Maroc\n        Internship', 'ALIMANI\n        Internship']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Préfecture de Meknès, Morocco']"
608,"['Entreprise de bâtiment freecos', 'OCP SA']","['Préfecture de Casablanca, Morocco', 'Casablanca']"
609,"['RMA CAPITAL LIMITED', 'Mindevs']","['Ben Guerir, Marrakech-Tensift-Al Haouz, Morocco', 'benguerir', 'Préfecture de Casablanca, Morocco', 'Marrakech']"
610,[],[]
611,"['Société Générale African Business Services\n        Internship', 'intellcap\n        Internship', 'Oneiro maroc\n        Internship', 'ValueIT sarl\n        Internship']","['Casablanca, Casablanca-Settat, Maroc', 'Rabat, Rabat-Salé-Kénitra, Maroc', 'Rabat, Rabat-Salé-Kénitra, Maroc', 'Casablanca, Casablanca-Settat, Maroc']"
612,[],[]
613,['Amendis Veolia\n        Internship'],['Maroc']
614,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS"", 'OCP S.A']","['Rabat Prefecture, Morocco', 'Rabat Prefecture, Morocco']"
615,"['S2M', 'Axentis group', 'Confidentiel']","['Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
616,[],[]
617,"['Ministère de l’ESRSFC', 'Quantum Technologies & Hayat Kimya']","['Khénifra Province, Morocco', 'Casablanca']"
618,['EOL Center \n        Internship'],"['Préfecture de Rabat, Morocco', 'Préfecture de Casablanca, Morocco']"
619,"['Henceforth\n        Internship', ""Ministère de l'Intérieur Maroc""]","['Rabat, Maroc']"
620,['PayLogic'],['Maroc']
621,"['Groupe Premium', 'Atlas Voyages', 'Royal Air Maroc', 'Royal Air Maroc']","['Préfecture de Casablanca, Morocco', 'Casablanca, Grand Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Casablanca, Grand Casablanca, Morocco']"
622,[],"['Rabat Prefecture, Morocco', 'Rabat Prefecture, Morocco']"
623,"['Umanis\n        Internship', 'doosys.ma\n        Internship', 'ANCFCC\n        Internship']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Préfecture de Rabat, Morocco']"
624,[],[]
625,[],[]
626,"['Airbus\n        Internship', 'SNTL Group', 'Attijariwafa bank']","['Toulouse, Occitanie, France', 'Rabat, Morocco', 'Casablanca, Morocco']"
627,"['Performics\n        Full-time', 'ADIAS - IT Solutions & Services\n        Full-time', 'Performics', 'Advancio', 'Banque Populaire du Maroc (Groupe) Inc']","['Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Agadir Ida-Outanane Prefecture, Morocco']"
628,['doosys.ma\n        Internship'],['Rabat']
629,"['Banque Centrale Populaire - BCP', 'Banque Centrale Populaire - BCP', 'Sonopia', 'Lydec']","['Casablanca,Maroc', 'Casablanca,Maroc', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
630,['TRAINING DM\n        Internship'],"['Casablanca, Casablanca-Settat, Maroc']"
631,[],[]
632,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS\n        Full-time""]",['Morocco']
633,"['BOUYGUES CONSTRUCTION IT\n        Internship', 'doosys.ma\n        Internship', 'Association marocaine de planification familiale']","['Casablanca-Settat, Maroc', 'Rabat, Rabat-Salé-Kénitra, Maroc', 'Préfecture de Fès, Morocco']"
634,"['Société Générale - Africa Technologies & Services', 'Societe Generale Corporate and Investment Banking - SGCIB']","['Préfecture de Casablanca, Morocco']"
635,[],"['Casablanca', '', '', '', '']"
636,"['Association Des Elèves Ingénieurs ENSIAS\n        Full-time', 'Lydec']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Casablanca Prefecture, Morocco']"
637,"['Altran', 'Airbus', 'Banque Populaire du Maroc (Groupe) Inc', 'Banque Populaire du Maroc (Groupe) Inc', 'Maroc Assistance']","['Toulouse, Occitanie, France', 'Toulouse, Occitanie, France', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
638,"['Stellantis\n        Full-time', 'Groupe PSA\n        Internship', 'Mohammed VI Polytechnic University\n        Internship', ""Office national de l'electricité et de l'eau potable - Branche Electricité""]","['Kénitra Province, Rabat-Salé-Kenitra, Morocco', 'Kénitra Province, Morocco', 'Morocco', 'Marrakech Prefecture, Morocco']"
639,"['OCP S.A\n        Full-time', 'ONHYM']","['Préfecture de Rabat, Morocco']"
640,"['Devoteam G Cloud', 'HSBC', 'Constellium', 'OPEN WHITE', 'HP CDG IT SERVICES']","['Levallois-Perret, Île-de-France, France', 'Paris, Île-de-France, France', 'Voreppe, Rhône-Alpes, France', 'Bron, rhône alpes', 'Préfecture de Rabat, Morocco']"
641,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS\n        Full-time""]","['Rabat, Rabat-Salé-Kénitra, Maroc']"
642,"['OCP SA\n        Full-time', 'ADIAS - IT Solutions & Services\n        Full-time', 'Safran', 'Solar Decathlon AFRICA', 'Sews Cabind Maroc']","['El Jadida, Casablanca - Settat, Maroc', 'Casablanca', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
643,"['NBS Consulting | Salesforce Platinum Partner', 'Digimind', 'Intelcom', 'IT6 Consulting', 'Intelcom']","['Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco', 'Rabat', 'Rabat, Maroc', 'Casablanca']"
644,['Forum GENI Entreprises'],"['Rabat - Salé - Kénitra, Maroc']"
645,"['HARDIS GROUP', ""L'Association des jeunes Développeurs"", 'CBI']","['Région de Lyon, France', 'Région de Lyon, France', 'Rabat, Rabat-Salé-Zemmour-Zaër, Morocco', 'Préfecture de Casablanca, Morocco']"
